context,CPP,Energy,H1A1c,H1A2c,H1A3c,H1H2c,H2H4c,H2KH5Kc,H42Kc,HNR05,HNR15,HNR25,HNR35,SHR,soe,Z1mnZ0,Z2mnZ1,Z3mnZ2,Z4mnZ3,F0Bark,A1mnA2,A1mnA3,A2mnA3
Guttural,26.603,3.859333333,12.75,18.73483333,2.964333333,-4.21,7.8685,38.5535,-3.2375,30.67866667,39.132,43.95883333,42.4895,0.790833333,0.063,2.733700888,4.004878862,6.33680239,1.79567607,1.086046425,5.984833333,-9.785666667,-15.7705
Guttural,28.35516667,5.663833333,13.14283333,20.20583333,5.908666667,-1.912833333,12.28883333,36.7595,-9.074333333,30.8005,38.4425,43.2865,41.02033333,0.619166667,0.0695,3.194356017,3.869834125,6.308923531,1.590666562,1.07216707,7.062833333,-7.234166667,-14.297
Guttural,24.01016667,9.212,7.675833333,18.34266667,3.849166667,-1.6235,7.742833333,36.54766667,-8.678833333,20.64733333,28.78666667,32.79183333,31.898,0.220333333,0.044666667,3.185123091,3.807183104,6.482062258,1.412218438,1.016398825,10.66666667,-3.826833333,-14.4935
Non-Guttural,24.3705,3.52,13.08233333,19.83,9.381333333,-1.889833333,6.496666667,36.35316667,-0.334666667,23.174,32.527,38.09733333,37.47016667,0.5605,0.067333333,2.618456284,4.436655139,5.965643461,2.00193949,1.084436055,6.747333333,-3.701666667,-10.449
Non-Guttural,25.22233333,4.120333333,11.97816667,18.51566667,6.480333333,-2.074,7.668,36.9375,-4.112833333,23.37633333,33.42566667,38.28916667,36.87366667,0.482333333,0.060333333,2.836632369,4.437636274,5.974486176,1.853625808,1.054076076,6.536833333,-5.498,-12.03483333
Non-Guttural,24.92916667,3.2645,11.5625,22.42983333,12.487,-2.028333333,10.7025,35.32883333,-4.1945,27.6035,36.99083333,42.22683333,40.97833333,0.400833333,0.057333333,2.859318681,4.726925185,5.715780213,1.959539202,0.970330727,10.86716667,0.9245,-9.942666667
Guttural,24.865,9.328666667,16.67683333,18.79616667,-5.148166667,2.568833333,8.45,39.80316667,-12.59333333,21.94033333,30.218,38.50583333,35.91966667,0.356666667,0.079333333,3.101533474,2.99567547,8.199518044,0.756844548,1.127447341,2.1195,-21.82483333,-23.94433333
Guttural,24.29733333,7.416,11.1815,18.72116667,-2.973833333,1.059833333,8.667833333,39.73816667,-15.17766667,20.81416667,31.85633333,40.07833333,37.6575,0.502,0.071166667,3.177173289,2.764298923,8.237482041,1.024818553,1.046891935,7.54,-14.155,-21.695
Guttural,24.55166667,5.633333333,12.43083333,21.57266667,-3.729166667,-0.158166667,11.39016667,33.3155,-14.85483333,22.47866667,33.274,40.64116667,37.746,0.422333333,0.070166667,3.175943171,2.881234523,8.117680365,1.060111028,0.974375501,9.1415,-16.16,-25.3015
Guttural,24.99883333,8.452833333,11.89516667,19.4255,4.557666667,-2.130666667,7.548166667,37.10416667,-4.832666667,25.09983333,33.24866667,36.72483333,35.2235,0.123333333,0.066166667,2.532521723,4.323491512,6.235495082,1.570349418,1.09812364,7.53,-7.337833333,-14.86783333
Guttural,25.90216667,5.6155,12.851,20.40966667,0.866833333,-1.836,11.04416667,37.459,-9.858166667,24.927,33.28316667,38.41183333,36.0555,0.485666667,0.057833333,3.102858197,3.507674581,6.932622422,1.365861457,1.051081884,7.559166667,-11.98383333,-19.543
Guttural,26.234,9.991333333,11.73316667,20.2035,-9.4575,-1.875833333,10.57316667,41.1685,-13.33766667,26.90533333,35.56766667,40.7835,36.848,0.524833333,0.0665,3.157344829,3.258852275,7.665307371,0.723100105,1.046854051,8.470166667,-21.1905,-29.66066667
Non-Guttural,27.9935,6.8955,20.41716667,12.70133333,5.435666667,7.6615,1.197666667,11.87366667,3.744666667,46.49866667,40.24083333,40.50133333,39.30983333,0,0.1015,4.303348855,4.919535073,3.864272052,1.98878266,2.350461434,-7.715833333,-14.9815,-7.265666667
Non-Guttural,28.26583333,6.215666667,23.8335,12.62483333,3.039166667,6.585,5.95,10.25833333,1.4025,47.85716667,44.116,44.24333333,43.61833333,0.060166667,0.104,4.437502567,4.789153377,3.699844925,1.934209477,2.394502819,-11.20866667,-20.7945,-9.585833333
Non-Guttural,28.3825,7.515833333,20.18316667,12.47766667,3.980166667,6.843833333,2.1655,9.870666667,2.767666667,46.95966667,41.74533333,41.92933333,41.055,0,0.096666667,4.373257957,4.922343384,3.680075512,1.887272608,2.356810964,-7.705833333,-16.20283333,-8.497
Non-Guttural,28.70966667,13.82266667,18.16333333,9.525333333,2.0625,5.930333333,4.252666667,9.894666667,0.98,48.51783333,42.99966667,41.76683333,40.60683333,0.072833333,0.074333333,4.477032192,5.146056677,3.506891262,1.89956141,2.296605846,-8.6385,-16.10116667,-7.462666667
Non-Guttural,28.2585,7.286666667,24.42683333,13.3975,5.960833333,7.322,6.136666667,11.16366667,0.609,43.719,40.05683333,39.4695,38.50316667,0.087666667,0.094333333,4.386527877,5.13268407,3.61198923,1.861803737,2.331203997,-11.02916667,-18.46583333,-7.436666667
Non-Guttural,28.0745,6.862333333,16.14133333,11.80633333,1.117,6.662333333,2.112333333,13.71716667,2.355,50.68816667,46.2045,46.9775,45.86083333,0.091833333,0.08,4.082120289,5.380406848,3.823114287,1.86534754,2.263812666,-4.335,-15.02466667,-10.68966667
Guttural,26.13866667,6.806833333,20.99866667,18.37833333,0.313333333,8.056833333,2.203666667,12.07533333,0.475333333,40.72016667,34.46633333,39.87233333,39.456,0,0.096333333,4.147175968,3.93460128,5.31427514,1.464270813,2.409683004,-2.620833333,-20.68533333,-18.0645
Guttural,27.386,5.236666667,28.6725,21.51783333,0.575666667,8.001833333,6.769166667,8.944166667,0.237666667,46.41216667,39.809,44.59733333,43.51,0,0.104833333,4.698026701,3.41350303,5.263332898,1.469228467,2.390622931,-7.154666667,-28.09716667,-20.9425
Guttural,25.75283333,3.612166667,28.30333333,22.1525,-0.441833333,8.5625,4.854833333,10.70516667,0.457833333,43.13933333,37.882,43.3935,42.74416667,0,0.111333333,4.444754687,3.539618468,5.494177195,1.43098412,2.450226278,-6.151166667,-28.7455,-22.59433333
Guttural,27.20466667,6.145333333,23.587,19.89633333,1.222333333,6.9935,5.529666667,11.77733333,0.802,47.7055,40.944,45.95466667,45.02983333,0.062,0.090833333,4.371344662,3.619310593,5.611962868,1.47198903,2.312688318,-3.6905,-22.36466667,-18.67416667
Guttural,27.18766667,6.065333333,27.91,20.95466667,-0.226333333,7.522666667,4.72,11.67716667,1.240333333,47.95266667,42.47283333,47.37216667,45.66016667,0.061166667,0.101166667,4.305628737,3.595126871,5.782631588,1.290663387,2.340891074,-6.9555,-28.1365,-21.181
Guttural,29.11433333,5.454333333,25.01466667,18.746,-2.302,7.271166667,4.497833333,7.567333333,0.9575,48.64616667,43.07716667,47.98,46.73866667,0.103333333,0.1055,4.20162267,3.947819037,5.497357638,1.335251968,2.344069401,-6.2685,-27.31633333,-21.04783333
Non-Guttural,28.476,7.7965,22.24966667,13.51116667,3.364833333,6.424,5.136333333,9.088333333,1.917666667,45.70783333,40.57266667,39.92016667,38.74416667,0,0.0905,4.618681146,4.709928862,3.339636317,2.19087343,2.374805221,-8.738833333,-18.88533333,-10.1465
Non-Guttural,29.22016667,7.038,25.52633333,13.028,6.248,6.156,9.080666667,4.5185,0.323666667,48.193,43.35816667,42.603,40.98916667,0,0.1045,4.862567112,4.42622199,3.428444192,2.050871893,2.408317127,-12.49833333,-19.27883333,-6.7805
Non-Guttural,27.98533333,4.6615,27.64383333,15.2655,7.203666667,8.623,6.445166667,7.0725,0.901,45.232,40.80066667,39.92333333,38.24083333,0,0.111666667,4.761520471,4.531642181,3.46202401,1.942600682,2.396050156,-12.37816667,-20.44,-8.061833333
Non-Guttural,28.5135,9.756166667,24.92016667,12.963,6.842333333,9.040333333,7.654666667,6.734166667,1.027666667,47.42166667,45.59066667,43.86816667,42.2835,0.153833333,0.102333333,4.274067879,5.704640265,2.797044177,2.161534822,2.336307072,-11.95766667,-18.078,-6.120333333
Non-Guttural,27.506,6.901,22.562,15.497,5.689833333,6.816,3.680833333,12.28583333,2.599,44.43733333,42.38033333,42.4745,41.43816667,0.159333333,0.090666667,4.118153186,5.563517522,2.98772934,2.189071725,2.440255546,-7.065333333,-16.87216667,-9.806833333
Non-Guttural,29.84066667,8.606333333,19.25333333,13.73933333,5.873833333,7.6555,3.299333333,8.892333333,4.648166667,51.15566667,47.65666667,46.23083333,45.34466667,0.103333333,0.1015,4.247916994,5.496926405,3.006299378,2.159036507,2.315074883,-5.514166667,-13.37983333,-7.865666667
Guttural,27.746,9.2655,27.19666667,18.3525,2.391333333,5.172833333,12.772,3.755166667,-6.587833333,42.97233333,34.50183333,40.05966667,39.00616667,0.136166667,0.105,5.18086554,2.395494749,5.536352191,1.632047003,2.403479604,-8.844166667,-24.80533333,-15.96116667
Guttural,29.04333333,10.276,27.16133333,17.38966667,0.153666667,4.796,12.00683333,5.626166667,-7.396666667,50.11283333,42.51216667,48.46333333,47.42933333,0.199,0.111333333,5.093584856,2.424793594,5.77452076,1.387957593,2.457529632,-9.771833333,-27.00783333,-17.236
Guttural,28.54333333,6.355333333,26.38633333,18.14783333,0.2005,3.607166667,11.0785,7.569,-4.447166667,47.55633333,39.64883333,45.42533333,44.96383333,0.006166667,0.108666667,5.006099755,2.613306184,5.646863806,1.530826538,2.477240455,-8.238166667,-26.186,-17.94783333
Non-Guttural,29.60283333,13.56733333,23.64,13.932,1.803833333,6.645,8.503666667,12.92583333,-3.231666667,51.524,43.297,44.747,43.687,0.007,0.134666667,5.334419504,3.409150257,4.043782773,1.803081025,2.530664777,-9.708,-21.83633333,-12.12833333
Non-Guttural,27.99816667,11.91533333,22.53,10.15366667,1.205333333,3.999333333,7.7865,8.409333333,-3.722,44.696,37.075,38.5475,37.75233333,0.013,0.133333333,5.057796443,3.574861664,4.162335712,1.678425682,2.50251048,-12.37616667,-21.32466667,-8.9485
Non-Guttural,28.9465,10.54283333,23.40066667,10.93283333,4.659833333,3.031166667,9.4765,16.57683333,-3.833,49.21383333,40.76716667,41.83233333,41.1055,5.00E-04,0.1325,5.199560184,3.434838581,4.031772218,1.73141151,2.490674056,-12.4675,-18.7405,-6.273
Non-Guttural,29.67466667,9.882666667,26.18916667,13.16433333,2.516833333,6.657166667,7.296666667,14.8535,0.465,53.90483333,49.32066667,49.36283333,47.53666667,0.063666667,0.114833333,4.867906634,4.480095603,3.613925233,1.949422125,2.418641215,-13.025,-23.67266667,-10.64766667
Non-Guttural,29.11733333,7.0105,24.92016667,14.01066667,6.071333333,6.699166667,7.559333333,14.333,1.630166667,51.97466667,48.28316667,48.43183333,47.03866667,0.053833333,0.1165,4.63406719,4.623153497,3.447237473,2.04558211,2.405821769,-10.90916667,-18.84833333,-7.939166667
Non-Guttural,28.17383333,6.522166667,26.09483333,13.76666667,7.034333333,6.8915,6.303333333,12.38466667,2.846,51.409,47.879,48.02266667,46.554,0,0.1085,4.507810099,4.803345483,3.507507253,1.96615139,2.405178735,-12.328,-19.0605,-6.7325
Guttural,28.9265,7.118333333,27.75566667,20.95133333,0.485,7.754,5.249666667,10.673,1.5765,48.9445,43.24883333,47.681,45.95283333,0.0535,0.109,4.610312327,3.481778646,5.323618012,1.301702882,2.394253831,-6.8045,-27.27083333,-20.46633333
Guttural,28.3935,6.915,27.18333333,19.74416667,-1.527166667,7.201333333,7.836833333,7.993,-1.12,49.94633333,44.16766667,48.55583333,47.134,0,0.105333333,4.729896197,3.454656738,5.247786942,1.336875778,2.380173175,-7.439333333,-28.71083333,-21.2715
Guttural,27.6365,5.219166667,24.21033333,20.05916667,-4.718166667,5.224666667,6.592833333,16.76266667,-1.818833333,47.08766667,41.76766667,46.69483333,45.63783333,0.114333333,0.110333333,4.443144851,3.627272322,5.45923583,1.355457303,2.453329352,-4.151,-28.92866667,-24.77766667
Non-Guttural,27.62533333,5.3465,23.0675,14.845,6.985833333,5.866333333,7.395833333,13.872,0.074166667,45.7955,40.04966667,40.23633333,39.176,0.126666667,0.115333333,5.039826469,4.3209744,3.474953772,2.222828042,2.492148781,-8.222833333,-16.08183333,-7.859
Non-Guttural,28.566,5.4635,24.85483333,14.541,5.9665,7.373333333,6.542666667,8.268166667,1.645,48.12616667,43.22433333,43.39283333,42.11683333,0.031,0.116333333,4.958175795,4.417885905,3.659875135,2.103842585,2.458455558,-10.31416667,-18.88833333,-8.574166667
Non-Guttural,27.136,4.307833333,25.313,16.17933333,6.6795,8.600166667,6.310666667,12.3795,2.468,46.78366667,41.37433333,40.83666667,39.384,0,0.1075,4.936590804,4.430293149,3.734204537,2.029090678,2.380646672,-9.1335,-18.63366667,-9.500166667
Non-Guttural,27.21616667,7.673,23.32016667,15.512,5.498333333,7.489833333,10.84183333,10.62083333,-3.300166667,44.29266667,41.62266667,40.74083333,39.103,0.097166667,0.105166667,4.606041351,4.914470535,3.46804438,2.152937267,2.372256217,-7.808166667,-17.8215,-10.01333333
Non-Guttural,28.83483333,7.8875,23.693,15.63916667,5.9465,7.901166667,6.469833333,9.557833333,0.8365,49.13133333,45.30133333,45.225,44.01833333,0.105166667,0.0935,4.637651429,4.859146034,3.607725292,2.072549028,2.390650707,-8.053666667,-17.7465,-9.692833333
Non-Guttural,29.29916667,5.8795,22.03,17.2785,5.016833333,9.643166667,1.298,12.782,5.3455,49.9995,46.79,46.87966667,46.427,0.097666667,0.098,4.216703478,5.204775585,3.471497378,2.225613205,2.318505194,-4.751333333,-17.01333333,-12.262
Guttural,27.13883333,8.2935,21.7825,18.276,-3.633333333,4.717833333,8.870833333,12.93833333,-3.182666667,45.3885,36.77716667,41.34216667,39.72916667,0.124833333,0.104166667,4.960673116,3.119922988,5.336470028,1.410765377,2.474334239,-3.506333333,-25.41566667,-21.90933333
Guttural,27.2,6.9965,22.613,19.11933333,-2.967,5.667166667,7.752,9.469833333,-0.301833333,47.30733333,39.22933333,44.18783333,42.98816667,0.057833333,0.106666667,5.02350832,3.104406553,5.343132025,1.318969942,2.471691366,-3.493333333,-25.5795,-22.08616667
Guttural,28.48283333,4.9555,26.58183333,16.5665,-0.905166667,7.726166667,4.608333333,15.13966667,1.479333333,44.08033333,38.87583333,43.082,41.46966667,0,0.108666667,4.628604044,3.748218595,5.05275768,1.482779348,2.421465712,-10.0155,-27.48683333,-17.47133333
Guttural,27.16666667,5.311666667,25.75116667,21.127,-0.440833333,8.251666667,4.329166667,9.326833333,-0.9625,44.87966667,41.209,46.534,45.36216667,0.108166667,0.110833333,3.973775336,3.911624791,5.68652287,1.377197393,2.407342234,-4.6245,-26.19233333,-21.56783333
Guttural,27.7805,6.481166667,21.9695,16.13633333,-9.339333333,4.549666667,6.6445,13.92433333,-2.710166667,45.79716667,40.51116667,46.1385,45.30566667,0.087666667,0.093333333,4.203386198,3.759903241,5.647659133,1.342555525,2.509777428,-5.833166667,-31.30916667,-25.476
Guttural,27.51883333,4.628666667,21.622,17.06133333,-1.730666667,5.118833333,4.528166667,7.609833333,1.767666667,46.59016667,41.07566667,46.28166667,45.5345,0.1545,0.102166667,4.178113353,3.935636817,5.288073653,1.496596103,2.51319097,-4.561,-23.35283333,-18.79183333
Non-Guttural,28.75233333,5.777,23.78283333,16.30483333,3.681166667,5.3135,10.84516667,3.410333333,-2.586833333,47.55516667,40.95566667,43.758,42.67133333,0.064,0.110666667,5.312388923,3.246526317,4.399162585,1.848233953,2.458197883,-7.478333333,-20.10183333,-12.6235
Non-Guttural,27.93483333,3.282333333,25.09733333,14.72683333,6.115166667,6.551666667,4.531,12.00966667,1.448333333,50.18366667,43.48433333,45.78416667,45.419,0.125666667,0.1045,4.843042072,3.761844119,4.337352542,1.746959487,2.539591064,-10.37033333,-18.98233333,-8.612
Non-Guttural,28.63533333,7.786,23.2425,13.08466667,2.7635,4.820833333,9.065166667,14.95366667,-3.5115,51.24216667,43.725,46.74583333,45.89683333,0.048833333,0.1295,5.330603096,3.208513673,4.498541243,1.731453382,2.486334167,-10.15766667,-20.47916667,-10.3215
Non-Guttural,28.91216667,8.225166667,23.13416667,11.46583333,0.135166667,4.875833333,10.3515,10.4205,-6.451166667,52.9545,46.34733333,48.49483333,47.07916667,0,0.1165,5.00023381,3.604426492,4.35599811,1.817578668,2.486906643,-11.66833333,-22.99916667,-11.33083333
Non-Guttural,27.519,3.839833333,25.29016667,14.159,1.958666667,7.812166667,5.7745,8.129333333,-2.328666667,48.8945,44.55166667,46.6175,45.17916667,0,0.112166667,4.476835413,4.189826215,4.592750733,1.429979535,2.466340578,-11.13116667,-23.3315,-12.20033333
Non-Guttural,27.89816667,3.9515,28.95966667,15.14566667,4.723333333,9.568166667,2.323,14.1195,1.358666667,48.0365,43.96566667,46.77416667,45.432,0,0.105333333,4.416346981,4.093461502,4.714916513,1.607475618,2.420992552,-13.81416667,-24.2365,-10.42233333
Guttural,28.78116667,11.488,20.661,14.03716667,2.255333333,4.388333333,9.904833333,6.9845,-2.992666667,50.5835,42.03,43.61883333,42.81383333,0.555166667,0.125333333,5.679254163,2.867235594,3.991776947,2.103772508,2.54687803,-6.623666667,-18.4055,-11.78183333
Guttural,29.75883333,11.54316667,21.83416667,11.48033333,2.040833333,4.296166667,9.374666667,2.412,-2.9435,54,45.1335,46.80166667,46.777,0.717666667,0.118166667,5.602513359,2.980172805,3.912868385,2.137731563,2.517085358,-10.354,-19.79333333,-9.439333333
Guttural,27.70816667,5.026833333,23.341,21.68,12.1725,8.082,8.998833333,7.002666667,0.562,49.94633333,43.4035,44.34833333,44.42783333,0.514833333,0.1235,5.584214462,3.207325143,3.629479408,2.338402278,2.45267905,-1.661,-11.16866667,-9.507666667
Guttural,29.99616667,11.97783333,23.714,17.19566667,7.234,8.815166667,12.99283333,6.779833333,-7.192833333,53.33283333,45.24433333,46.29283333,45.27066667,0.849666667,0.1305,5.904155555,2.709239486,4.11202693,1.935255797,2.477498546,-6.518,-16.47966667,-9.961666667
Guttural,29.318,5.5655,30.389,20.958,8.696833333,12.11566667,14.288,13.25283333,-11.26583333,54.41333333,48.013,48.94,48.16,0,0.130666667,5.799329301,2.847109775,4.610564097,1.535728445,2.449020541,-9.430833333,-21.69233333,-12.2615
Guttural,29.70966667,6.476,28.04783333,17.98133333,7.422166667,10.74683333,8.1215,8.191666667,-2.6755,52.37283333,45.4155,46.8465,45.90816667,0,0.140666667,5.554859501,3.043525311,4.438159577,1.629372113,2.499269672,-10.06616667,-20.62566667,-10.5595
Non-Guttural,26.36933333,4.0285,27.8685,20.07533333,7.695166667,9.438333333,4.354333333,15.30566667,1.258,46.37433333,40.56833333,42.15766667,40.78016667,0.048666667,0.119,5.047385889,3.575458457,4.347336842,1.69134871,2.500245654,-7.793166667,-20.173,-12.37983333
Non-Guttural,25.84016667,2.847833333,27.94766667,23.27883333,13.335,10.73116667,6.220833333,17.26483333,2.077166667,47.09633333,42.44933333,43.39083333,41.71866667,0,0.122,5.150929084,3.731123237,4.1131474,1.932535408,2.466136745,-4.669166667,-14.61333333,-9.944166667
Non-Guttural,26.9925,3.007,26.45983333,20.80933333,13.37166667,6.799666667,10.01116667,15.90966667,1.242333333,46.84566667,40.77916667,42.66033333,42.37166667,0.568833333,0.120166667,5.472446849,3.290230015,4.065717142,1.980578617,2.502084721,-5.6505,-13.08816667,-7.437666667
Non-Guttural,29.3905,5.141666667,23.422,19.38183333,6.430166667,6.133333333,11.17766667,11.07883333,-0.877166667,51.4955,46.21183333,46.6435,45.237,0.467666667,0.084333333,5.46364932,4.116633405,3.45890714,1.958963595,2.447819405,-4.04,-16.992,-12.952
Non-Guttural,29.40583333,3.672666667,25.55316667,18.26816667,6.130666667,7.126666667,7.873833333,16.14816667,-0.753166667,49.6345,45.39866667,45.7775,44.24566667,0,0.082,5.07542251,4.109764861,3.675914935,1.874478403,2.476382997,-7.285166667,-19.42266667,-12.1375
Non-Guttural,28.38816667,3.553666667,27.1685,19.2475,6.381166667,9.270166667,5.620666667,12.99233333,-0.4745,49.22816667,45.138,45.79016667,44.84933333,0,0.073333333,4.857542916,4.376223805,3.613391627,1.852670053,2.46951718,-7.920666667,-20.78716667,-12.8665
Guttural,29.19166667,4.531,20.01083333,17.41783333,-0.644166667,4.354833333,5.251,16.967,1.411833333,47.86966667,39.79983333,45.243,44.6555,0,0.115833333,4.908134756,3.181045545,5.389794457,1.419604038,2.541688544,-2.593,-20.655,-18.062
Guttural,29.16566667,5.0885,18.675,17.09066667,-0.578833333,4.061166667,4.0195,18.39283333,3.099166667,49.49416667,40.25233333,45.145,45.10833333,0,0.111,4.831993156,3.470296577,5.000956065,1.283672393,2.564961501,-1.5845,-19.25416667,-17.66966667
Guttural,29.25816667,3.532666667,25.077,20.899,-0.256666667,4.9455,11.026,13.35616667,-1.490333333,50.78533333,43.569,49.13766667,48.89666667,0.714166667,0.096833333,5.402147327,2.7507726,5.350314723,1.429712032,2.490013437,-4.177833333,-25.33366667,-21.15583333
Non-Guttural,28.57833333,2.681166667,24.47733333,-1.199666667,3.323833333,5.4595,3.793833333,19.61483333,3.029666667,44.23266667,53.79583333,55.6895,49.6465,0,0.129833333,1.347563508,10.95265545,1.221527895,1.397887453,2.464211022,-25.67683333,-21.15333333,4.5235
Non-Guttural,28.48316667,2.306333333,24.00983333,-0.652666667,5.383,5.5065,3.429333333,14.57066667,3.102166667,45.512,55.08233333,57.023,51.8195,0,0.139333333,1.415124212,10.68354288,1.327110512,1.492611662,2.523575576,-24.6625,-18.62666667,6.035833333
Non-Guttural,27.22166667,2.53,23.26283333,1.376333333,3.738,5.257833333,3.717833333,18.685,4.424,44.85766667,54.15016667,56.12283333,50.68683333,0,0.130166667,1.319969971,10.78985842,1.406740897,1.370494,2.456587687,-21.88616667,-19.52483333,2.361333333
Non-Guttural,28.03433333,3.3825,21.76233333,2.393166667,6.604166667,6.977666667,2.278,15.99866667,4.408,46.84783333,56.06366667,58.723,53.8965,0,0.103333333,1.253796224,11.01443822,1.301323397,1.507242777,2.415055717,-19.36866667,-15.15816667,4.2105
Non-Guttural,27.74083333,2.776333333,19.55633333,-3.900333333,4.047166667,3.291833333,3.213166667,17.80866667,3.435666667,47.43466667,56.21366667,58.3295,53.584,0,0.113333333,1.053679292,11.0113468,1.41539097,1.473263087,2.522634104,-23.45666667,-15.509,7.947666667
Non-Guttural,27.78716667,2.921333333,22.681,-2.031666667,6.035,6.125166667,2.808,11.85733333,3.0215,46.344,55.26766667,56.71383333,52.7005,0,0.101166667,1.395363417,10.57724065,1.266264268,1.76557709,2.485921469,-24.71266667,-16.64583333,8.066833333
Guttural,27.513,1.9545,19.82666667,6.702333333,8.016166667,9.177333333,2.479833333,5.751166667,2.421,46.605,54.53733333,55.01866667,51.87883333,0,0.14,1.835510896,9.451797724,1.71682426,1.76633704,2.540949634,-13.1245,-11.81033333,1.314166667
Guttural,28.21066667,1.712833333,18.51083333,8.113833333,5.061833333,10.726,-0.581,3.7995,4.279833333,44.39816667,51.7395,53.636,51.83466667,0.018,0.1295,2.02572043,8.696731188,2.189150628,1.799617017,2.643467707,-10.3975,-13.449,-3.0515
Guttural,28.89016667,1.696333333,18.287,8.683166667,4.858666667,10.62283333,-0.260333333,12.116,4.104333333,44.65683333,51.23416667,53.318,51.48366667,0.2015,0.130666667,2.012401299,8.874019472,2.077622253,1.805627667,2.606759036,-9.603666667,-13.42833333,-3.824666667
Guttural,28.74816667,2.787166667,23.458,6.597333333,4.967166667,8.159833333,2.916,9.090833333,1.785,48.6385,55.40316667,56.3825,53.70633333,0,0.126,1.704412405,9.371015419,2.055793402,1.71407769,2.535166121,-16.86083333,-18.49116667,-1.630333333
Guttural,28.85466667,2.065,23.04766667,7.919666667,3.693333333,8.607666667,2.3185,18.465,2.424333333,48.23316667,54.17133333,55.395,52.93116667,0,0.124,1.708395634,9.101562793,2.18991539,1.799505762,2.58841228,-15.12816667,-19.35433333,-4.226166667
Guttural,28.559,2.284833333,20.29883333,9.721,5.906833333,9.4875,2.029,14.80866667,3.5135,46.04,53.15383333,54.48466667,52.265,0,0.113166667,1.850356969,9.074862896,2.127737722,1.794883633,2.539710807,-10.57766667,-14.39216667,-3.8145
Non-Guttural,28.871,2.242333333,18.24516667,-4.571833333,0.999666667,2.195666667,2.419,15.38416667,4.7935,48.931,56.9455,60.65583333,56.03833333,0,0.121,0.995172446,11.17306122,1.330828453,1.202679398,2.622768173,-22.81716667,-17.24566667,5.5715
Non-Guttural,28.09216667,1.799666667,16.068,-2.044666667,1.927833333,1.786,2.449333333,21.9125,5.288666667,46.05983333,54.45016667,58.41333333,53.49083333,0,0.143,0.932850452,11.29049378,1.36514465,1.165314418,2.591451617,-18.11283333,-14.14033333,3.9725
Non-Guttural,28.66383333,1.522166667,21.76916667,-2.457833333,5.193833333,7.2675,1.59,16.91783333,3.307833333,49.04266667,57.9575,61.4275,56.10933333,0,0.1205,1.597490257,10.88437514,1.167452407,1.1846082,2.542500967,-24.227,-16.57516667,7.651833333
Non-Guttural,28.53233333,2.594666667,20.04866667,-3.814166667,3.102,3.465,2.551833333,18.616,3.522333333,48.55783333,57.13233333,60.31266667,55.054,0,0.103666667,1.111904662,11.157316,1.287825833,1.21457059,2.554470211,-23.86233333,-16.94633333,6.916
Non-Guttural,28.1865,2.287166667,21.45633333,-3.537,3.747166667,4.307166667,2.590833333,19.438,3.170166667,47.3195,56.1565,59.42366667,54.49983333,0,0.1115,1.250351802,11.06757137,1.102198432,1.421134295,2.537371378,-24.993,-17.70916667,7.283833333
Non-Guttural,28.47433333,2.939833333,23.7975,-4.303,4.163833333,7.0845,1.920833333,18.555,2.447833333,48.53783333,56.35666667,59.057,54.21583333,0,0.119166667,1.565623893,10.67313986,1.024660523,1.550863938,2.546192881,-28.10016667,-19.63333333,8.466833333
Guttural,28.428,3.462166667,18.2665,2.687833333,7.837166667,10.44066667,0.9,8.720833333,3.6095,46.165,53.35883333,53.69583333,49.478,0.031,0.121666667,1.957419929,9.792704941,1.297254183,1.57421872,2.52492891,-15.5785,-10.4295,5.149
Guttural,27.93883333,3.173166667,16.67316667,3.0055,7.494166667,11.953,-1.376666667,11.31883333,3.442333333,46.05033333,51.74183333,52.55616667,49.25283333,0.2475,0.136,2.152265354,9.481510496,1.323708095,1.756437383,2.574053821,-13.6675,-9.178833333,4.488666667
Guttural,26.5405,2.722666667,16.265,8.467333333,9.640666667,11.57083333,-0.006666667,6.466166667,7.0645,44.62583333,52.03333333,52.76316667,48.93483333,0.554333333,0.125166667,2.121893542,9.499592519,1.419409505,1.653381317,2.488802485,-7.797666667,-6.624333333,1.173333333
Non-Guttural,27.81666667,3.4925,24.04366667,-4.423833333,3.071833333,8.641166667,1.765666667,13.77266667,1.187666667,45.12766667,53.18166667,55.4115,49.75266667,0.014166667,0.135,1.666079296,10.67933092,1.126041772,1.410011285,2.503955612,-28.46733333,-20.97166667,7.495666667
Non-Guttural,28.83816667,2.5725,19.77766667,-3.259,0.4665,8.672166667,-0.041,12.31883333,2.4865,43.23566667,51.1175,53.74233333,48.9125,0.028,0.1385,1.95617596,10.29308972,1.422022452,1.268298822,2.498662901,-23.037,-19.31116667,3.725833333
Non-Guttural,28.7095,2.707333333,23.479,-5.562333333,2.453166667,7.760666667,1.2085,14.44216667,1.533,43.38783333,51.0725,53.405,48.51316667,0.015333333,0.1195,1.66040345,10.45956813,1.235781352,1.481279943,2.584626121,-29.04133333,-21.02616667,8.015166667
Non-Guttural,29.01366667,3.234,25.80033333,-2.854833333,4.193,7.053,1.860666667,18.16166667,2.545166667,48.47083333,55.23383333,56.76,52.13266667,0,0.128333333,1.607626276,10.34655022,1.208154785,1.552896558,2.601520668,-28.65516667,-21.6075,7.047666667
